ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158
Major Arterial,Scarborough,43.789445,-79.25969,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,128
Major Arterial,Scarborough,43.789445,-79.25969,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,128
Major Arterial,Toronto and East York,43.684874,-79.316188,At Intersection,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Passenger,0 to 19,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,64
Major Arterial,Etobicoke York,43.721145,-79.57119,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,4
Local,Etobicoke York,43.667545,-79.52759,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 59,Minor,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,9
Major Arterial,Toronto and East York,43.684874,-79.316188,At Intersection,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Passenger,0 to 19,Minor,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,64
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 59,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,116
Major Arterial,Toronto and East York,43.684874,-79.316188,At Intersection,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,64
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,116
Major Arterial,Toronto and East York,43.684874,-79.316188,At Intersection,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,64
Local,Etobicoke York,43.667545,-79.52759,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,9
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,116
Major Arterial,Toronto and East York,43.652892,-79.406253,Other,No Control,Other,Dark,Wet,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,78
Major Arterial,North York,43.795445,-79.41939,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,50
Major Arterial,Toronto and East York,43.652892,-79.406253,Other,No Control,Other,Dark,Wet,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,78
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,116
Local,Toronto and East York,43.665345,-79.41649,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,unknown,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,95
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,116
Major Arterial,Toronto and East York,43.655145,-79.43359,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,83
Major Arterial,Toronto and East York,43.655145,-79.43359,At Intersection,Traffic Signal,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,83
Local,Toronto and East York,43.665345,-79.41649,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,95
Major Arterial,North York,43.795445,-79.41939,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,50
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,116
Major Arterial,North York,43.709145,-79.38619,Other,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,99
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,116
Collector,North York,43.714645,-79.33529,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,44
Major Arterial,North York,43.709145,-79.38619,Other,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,99
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,116
Major Arterial,North York,43.777056,-79.347858,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,47
Collector,North York,43.714645,-79.33529,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,40 to 59,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,44
Major Arterial,Scarborough,43.816245,-79.31449,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,116
Major Arterial,North York,43.709145,-79.38619,Other,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,99
Major Arterial,North York,43.777056,-79.347858,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,47
Collector,North York,43.714645,-79.33529,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,44
Major Arterial,Etobicoke York,43.626545,-79.50149,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,16
Major Arterial,Scarborough,43.763445,-79.29139,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,119
Major Arterial,Toronto and East York,43.658145,-79.37239,Other,Other,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,73
Minor Arterial,Toronto and East York,43.699945,-79.40409,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,100
Major Arterial,Etobicoke York,43.626545,-79.50149,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,20 to 39,Minor,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,16
Major Arterial,Scarborough,43.763445,-79.29139,At Intersection,Traffic Signal,Not Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,119
Minor Arterial,Scarborough,43.842745,-79.22479,Other,No Control,Clear,Dark,Wet,Fatal,Driver,40 to 59,Fatal,No,No,Yes,No,No,No,No,No,No,No,No,No,No,144
Major Arterial,Toronto and East York,43.658145,-79.37239,Other,Other,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,73
Minor Arterial,Toronto and East York,43.699945,-79.40409,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,100
Major Arterial,Toronto and East York,43.663745,-79.49039,Other,Other,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,89
Minor Arterial,Scarborough,43.842745,-79.22479,Other,No Control,Clear,Dark,Wet,Fatal,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,144
Major Arterial,Etobicoke York,43.626545,-79.50149,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,16
Minor Arterial,Scarborough,43.842745,-79.22479,Other,No Control,Clear,Dark,Wet,Fatal,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,No,No,No,No,144
Minor Arterial,Toronto and East York,43.699945,-79.40409,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,100
Collector,Toronto and East York,43.663945,-79.45049,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,171
Major Arterial,Toronto and East York,43.663745,-79.49039,Other,Other,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,89
Minor Arterial,Toronto and East York,43.671145,-79.29429,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,63
Minor Arterial,Toronto and East York,43.657845,-79.47909,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,88
Collector,Toronto and East York,43.663945,-79.45049,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,171
Major Arterial,Etobicoke York,43.626545,-79.50149,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,16
Minor Arterial,Toronto and East York,43.651496,-79.362697,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Minimal,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,166
Minor Arterial,Toronto and East York,43.671145,-79.29429,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,63
Minor Arterial,Toronto and East York,43.657845,-79.47909,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,88
Major Arterial,Toronto and East York,43.648345,-79.48569,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,87
Minor Arterial,Toronto and East York,43.651496,-79.362697,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,166
Major Arterial,North York,43.808945,-79.35899,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,48
Major Arterial,Toronto and East York,43.665145,-79.41129,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,95
Major Arterial,Etobicoke York,43.686745,-79.59559,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,1
Major Arterial,Toronto and East York,43.648345,-79.48569,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,0 to 19,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,87
Minor Arterial,Toronto and East York,43.651496,-79.362697,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,166
Major Arterial,Etobicoke York,43.686745,-79.59559,Other,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,over 79,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,1
Major Arterial,Toronto and East York,43.665145,-79.41129,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,95
Major Arterial,North York,43.808945,-79.35899,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,40 to 59,Major,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,48
Minor Arterial,Toronto and East York,43.651496,-79.362697,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,166
Collector,North York,43.752745,-79.32639,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,60 to 79,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,149
Collector,Scarborough,43.835745,-79.18299,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,144
Minor Arterial,North York,43.774945,-79.40429,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,152
Major Arterial,Scarborough,43.731545,-79.22519,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,123
Major Arterial,Etobicoke York,43.721445,-79.55809,At Intersection,Other,Clear,Dark,Dry,Fatal,Passenger,20 to 39,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,5
Major Arterial,Scarborough,43.731545,-79.22519,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist,60 to 79,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,123
Collector,Scarborough,43.835745,-79.18299,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,144
Collector,North York,43.752745,-79.32639,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist,20 to 39,Major,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,149
Minor Arterial,North York,43.774945,-79.40429,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Passenger,0 to 19,Minimal,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,152
Major Arterial,Etobicoke York,43.721445,-79.55809,At Intersection,Other,Clear,Dark,Dry,Fatal,Passenger,20 to 39,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,5
Major Arterial,Scarborough,43.735945,-79.26949,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,125
Collector,Scarborough,43.835745,-79.18299,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,144
Minor Arterial,Toronto and East York,43.683245,-79.45599,At Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,0 to 19,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,109
Minor Arterial,North York,43.774945,-79.40429,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Passenger,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,152
Major Arterial,Etobicoke York,43.721445,-79.55809,At Intersection,Other,Clear,Dark,Dry,Fatal,Passenger,0 to 19,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,5
Other,North York,43.705545,-79.43839,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,102
Major Arterial,Scarborough,43.735945,-79.26949,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,125
Major Arterial,Scarborough,43.735945,-79.26949,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,125
Major Arterial,Scarborough,43.735945,-79.26949,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Passenger,0 to 19,Minor,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,125
Major Arterial,Scarborough,43.735945,-79.26949,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,125
Major Arterial,Scarborough,43.735945,-79.26949,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,125
Major Arterial,Toronto and East York,43.682345,-79.34609,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,66
Major Arterial,Toronto and East York,43.682345,-79.34609,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,66
Major Arterial,Toronto and East York,43.682345,-79.34609,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,66
Major Arterial,Toronto and East York,43.682345,-79.34609,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,Minimal,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,66
Major Arterial,Toronto and East York,43.682345,-79.34609,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,66
Major Arterial,Toronto and East York,43.682345,-79.34609,Other,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,66
Local,Toronto and East York,43.712545,-79.30039,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,54
Local,Toronto and East York,43.712545,-79.30039,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,54
Local,Toronto and East York,43.712545,-79.30039,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,60 to 79,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,54
Major Arterial,Etobicoke York,43.688345,-79.48289,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,110
Major Arterial,Etobicoke York,43.688345,-79.48289,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,110
Major Arterial,Etobicoke York,43.688345,-79.48289,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,Minor,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,110
Major Arterial,Etobicoke York,43.688345,-79.48289,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,110
Major Arterial,Etobicoke York,43.688345,-79.48289,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Minor,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,110
Major Arterial,Etobicoke York,43.688345,-79.48289,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,110
Local,Toronto and East York,43.687345,-79.34469,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian,60 to 79,Fatal,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,59
Local,Toronto and East York,43.687345,-79.34469,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,59
Local,Toronto and East York,43.687345,-79.34469,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,59
Major Arterial,Etobicoke York,43.725545,-79.56009,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Driver,40 to 59,Major,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,4
Major Arterial,Etobicoke York,43.725545,-79.56009,Other,No Control,Not Clear,Daylight,Wet,Non-Fatal Injury,Other,unknown,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,4
Minor Arterial,Toronto and East York,43.662545,-79.42979,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,172
Minor Arterial,Toronto and East York,43.662545,-79.42979,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,172
Minor Arterial,Toronto and East York,43.662545,-79.42979,Other,No Control,Not Clear,Dark,Wet,Non-Fatal Injury,Pedestrian,40 to 59,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,172
Major Arterial,North York,43.713045,-79.36719,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,56
Major Arterial,North York,43.713045,-79.36719,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,20 to 39,Major,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,56
Major Arterial,Toronto and East York,43.638245,-79.43109,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Passenger,40 to 59,Major,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,85
Major Arterial,Toronto and East York,43.638245,-79.43109,Other,No Control,Clear,Dark,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,85
Minor Arterial,Scarborough,43.808145,-79.21999,Other,No Control,Clear,Dusk,Dry,Fatal,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,145
Minor Arterial,Scarborough,43.808145,-79.21999,Other,No Control,Clear,Dusk,Dry,Fatal,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,145
Minor Arterial,Scarborough,43.808145,-79.21999,Other,No Control,Clear,Dusk,Dry,Fatal,Pedestrian,over 79,Fatal,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,145
Major Arterial,North York,43.740545,-79.43479,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,38
Major Arterial,North York,43.740545,-79.43479,At Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,38
Major Arterial,Etobicoke York,43.628045,-79.55889,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,159
Major Arterial,Etobicoke York,43.628045,-79.55889,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,159
Major Arterial,Etobicoke York,43.628045,-79.55889,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,Major,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,159
Major Arterial,Toronto and East York,43.693745,-79.42259,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian,60 to 79,Major,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,101
Major Arterial,Toronto and East York,43.693745,-79.42259,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Driver,40 to 59,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,101
Major Arterial,Etobicoke York,43.666045,-79.58769,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Vehicle Owner,unknown,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,11
Major Arterial,Etobicoke York,43.666045,-79.58769,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Driver,20 to 39,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,11
